polarity,title,review,review_length
0,No good for espresso,machine make consistent grind without heating coffee produce fine enough grind making espresso even finest setting know finely ground coffee stains fingers coffee grounds grinder leave trace.bottom line great drip coffee french press good enough espresso makers even think making turkish coffee grounds machine,310
1,Great Bag,exact bag 4 years never issue taken planes gone college previous poster said ton room put laptop right take laptop plenty room college books folder accessories cell phone holder seems bit date could use update overall tearing fraying great bag recommend,253
0,Terrible taste,would never suggest buying product thought might interesting terrible taste n't lubricate thing would use would gag gift,120
0,Just a bunch of hippies,hey freedom rock well turn wailing lead singer guitar player tries cram many notes one measure drummer keep time save life ai n't classic rock freedom rock gone bad.for real metal check korn 'n bizkit.later,206
0,Incorrect item,tried make sure order placing correct chosen correct gangster series still sent incorrect package gangster chronicles series joe penny micheal nouri featured amazon state read reviews maybe would wasted time thinking getting good xmas treat,240
1,Bought them all,first heard sing asked jewish friend name need buy music guess hearing cd went ordered cd awesome singer good looking well,122
1,Love this table!,one easiest products ever ordered assemble beautifully crafted solid wood sturdy chips scratches legs table top great table price doubt extremely pleased,153
1,a must watch for everyone born under the sun,thing bad movie go forever ever.the life jim morrison one story never portrayed words pictures effort worth praise.though really shows good company jim keeps goin worst parts life.if really wan na see man still mystery must watch movie,235
0,Duro-Med support cushion too severe,lumbar support cushion actually makes back uncomfortable seems large frame creates severe curve 's also firm n't give thrown away wrapper would returned,152
0,Not a book!,bought brother loves movie thought book book instead songbook sheet music fine looking amazon calling 'paperback including pages text pictures false advertising least unclear advertising,186
0,Seen Enough -- Heard Enough!,ny make sure shots date cavorting dogs,38
0,You get what you pay for.,book arrived timely manner price wonderful wonderful handwritten notes throughout book made difficult high schooler focus author 's actual writing writing underlined marks notes margins etc wish bookseller stated extra marks would picked new book maybe another vendor guess learned lesson get pay,296
0,Cheap Guitar,cheapest guitar could find rightly came three plastic nylon strings 3 steel first guitar going description guitar amazon n't state neck chipped painted parts otherwise fine buy first guitar,189
1,Awesome.,wonderfully addictive ca n't get enough glad part amazon prime would suggest everyone watch downton abbey,105
1,Terrifico!!,bought cd error thinking canada glad made 'error otherworldly music makes day seem livable interesting one works music seems evolve every time play always something remember hearing last time heard magical wish could make mistakes like everyday must serious music collector,273
0,Not worth even the low price!,even 4.00 item worth buying clear plastic tubing pinched packaging many places suction next impossible pump ball kept detaching hose ends well worth money,154
1,Perfect for the job.,glad find mother 's caregiver gone quite slippers accidents throw wash next day good new since feet always cold bootie style must bought three pair would hesitate buy,166
1,Practical!,like practical books behavior coaching practical straightforward strategies improving behavior also instructions teach character.i found book helpful everything learned worked well son.good job,193
1,Worked for Me!,taking stuff unexpected full blown instance poison ivy last year help clear however effective taking yard work found taking 5 days prior yard work helped prevent contracting rash poison ivy even accidentally came full contact,225
0,Very disappointed,wish read reviews ordering ordered two pairs crocs size mom usually wear size according sizing chart crocs website two sizes big return 5 return shipping nothing show product description include warning sandals run large bought crocs baja style instead fit much better,268
1,Louis,enjoyable l'amour adventure sacketts good many books definitely worth reading one,81
1,ONE OF SUZY'S BEST,somewhere one suzy bogguss best cd 's first heard cross broken heart garage radio love voice ever since every song fits hard pick best song great one stands saved best last night rider 's lament classic one favorite songs love suzy cd,234
0,FactChecker,read john sugg 's june 12 2003 column creative loafing want example steven emerson 's credibility hint ai n't good,114
1,Beautiful Selections,selections great absolutely enjoy book wish never purchased tabulature makes accessible novice player establishes bad practices extremely difficult break even though harder slower recommend good note speller series use tab,222
1,Dear Frankie,great movie gerard butler fans know watch heartwarming story young deaf boy need connect absent father worships must see tearjerker,131
1,BUY THIS!!!!!!!,got new cd player rocks 's really thin go almost anywhere comes whole set things go like thingy hook car wall run batteries use top costs alot less things list comes really recommend,182
1,Wonderful Book,really enjoyed reading book bought looking recipe chow-chow something grandmother used make great bits pieces information wonderful recipes want buy books,154
1,Linksys BEFSR41 Etherfast 4-port cable/DSL router,easy installation desktop computers running windows 98 windows xp professional works flawlessly linksys cable modem etherfast pci card working flawlessly broadband high access cable system tried wireless wired router found one consistent drop access speed,255
1,Kindergarten Teacher Uses Everyday,kindergarten teacher first year teaching looking good cd play kindergarteners would get moving give good brain breaks purchased kids action listening clips amazon kids love listened cd every day kindergarteners love going bear hunt singing beanie bag dance recommend every teacher copy,285
0,tracking information request,good afternoom never recived product apreciate help giving tracking information.i appreciate soon answer.best regards,117
1,Awsome,awsome yasmin gorgeous eitan looks hot love instruments outfits wearing want,76
1,aveeno clear complexion correcting treatment,oh aveeno stop making product old tube 's almost gone rarely need use need hands best acne treatment around.i dicovered accident years ago love use ca n't find aveeno everyone huge disservice taking product market could make stop buying/using aveeno bring product back please,275
0,Binding broken,received book book binding broken already condition book poor moderate shape disappointed first experience amazon,113
0,Disappointing,stones setting nice post short clamp small could wear give away tiny person,75
1,Yummmmmy!,first cookbook used make pie 17 years ago book use making pies people try give pie cookbooks even come close mr mcnair 's book easy follow recipes beautiful photos scrumptous pies one else family make pie known among family friends best pie maker owe wonderful little book even bought back copy first falls apart,312
1,"Feels Good, Smells Good",wear make-up use cleanse moisturize face love delicate rose scent cold cream leaves face feeling soft clean moist continue use product,134
1,Queen Size Memory Foam Mattress Topper,mattress topper enough foam soften hard mattress still able use special sheets,78
1,Very talented group of musicians. . .,combine mix pop culture flare alternative great use guitar bass counterpoint music lady peace flavor mixed unique style play bombshell epic quality seems receive quite lot air time rightly so catchy obviously guys talented musicans highly recommended cd want something different yet different,292
0,Slow after good start,good start one two laughs story narrative looses grip really force finish book,78
1,Forrest Blades - pricey but worth the price,using forrest blades long time heartily recommend anyone finish woodworking rough work inexpensive blade fine,109
1,good retro flick,movie opens parlament 's flashlight playing find spot 70 's childs heart acting shabby either raised era appreciate flick still dig music vulgar something watch kids watch hip hop hall famer dmc duing opening credits,216
1,Excellent book,must beanie baby collectors book beautifully illustrated older model beanies rare finds,87
1,mini puzzles,set puzzles comes stacker brightly colored.there color code theme animal group educational.my 2 yr old daughter loved easy maybe got earlier excellent restaurants,162
1,Vicki Tells It Like It Is,hoot scary pregnancy books gifts new moms lady tells absolute truth pregnancy wit humor best girlfriend could rival try two books well loved even first pregnancy lady shoots straight hip stuff books like get maternity outfits together without looking wierd truth figure afterward buy without fear regret smiles guaranteed,321
1,Difficult But Fun!!!,jpb exicting fun also hard got game three days ago brother 10 have'nt beat first level yet workin also like characters think every one cool mean uninque moves like mace windu 's lightsaber shield plo koon 's cyclone spin name game many surprises ca n't wait see oh heck go play right,283
1,For the price The BEST!,easy use easy clean great performer small feeding tube great small jobs,71
0,A screw loose?,book either con job ann coulter come vilest person earth process help rake even money since 's thing bad publicity mentally unbalanced sociopath happen think latter assertion opinions liberals unlike self-centered conservatives common good nutty outrageous,256
1,Healng with the Fairies card deck,absoultely fantastic 's amazing almost scary accurate fulfilling readings recommend anyone open believing work really well healing angels oracle cards,150
1,A FAMILY AFFAIR,'s great book mystery family affair two different worlds scotland america overtake scottich liquor firm intriguing unusual side events,134
0,Are you kidding?,ever talked person know smarter 's entire book feels like even amusing enough try finish think book may actually damaging reader hoping light hearted fun female-empowered banter found book sound shallow nice,207
1,The BEST!,glad found concerned price received cocoa lot cocoa used going back grocery store cocoa chocolate heaven,104
0,Disappointing,shopping amazon noticed still sold wish given review bought year ago smell terrible amount use washing n't help smell washed repeatedly dishwasher tried many different methods get rid disgusting plastic smell.they attactive set thus one star lids worthless unless stack hold otherwise secure,291
0,A star trek maniac,hardly worth money thought would great sfc game thought wrong first two sfc spectacular orion pirates went wrong everyway possible,130
0,Would not Recommend,received gift mother friend told much nephew loved needless say almost impossible move like reviewers stated disappointment remember child thought great gift unfortunately wrong heart tell mom passing along help freecylce waste,227
1,It explains a lot,good read lay person plain english need read keep falling vampire 's trap,73
1,great lead,love lead also got orange really works well dogs love 6 ft 4 like longer length,79
0,Carver Guide Not worth the price,tiny booklet worth 14 price sufficient help within really make difference although catchy title,95
0,Eagles Farewell Tour DVD,received dvd n't work still waiting refund two weeks later,58
1,Perfect for price,purchased bring camping us used often great warming beans making eggs frying bacon excellent shape stow away easily camper bit smaller thought great bring outdoor trip,167
0,BAD PRODUCT - DON'T BUY THIS.,'s terrible product left grey streaks across every page n't waste money put one star would give,95
1,Great Product,got order came two days early would say get cords looking cheap hd,66
1,A. L. WEBER CELEBRATION,video gave family wonderful highlights music performance artists outstanding want see every one musicals thank goodness never became history professor music gave joy excitment musical world,189
0,NoT GooD.,thought movie stupid.and felt stupid watching end.if want see good movie watch silence lambs .do watch ridiculous sequel,120
0,"""STEAMER"" is the incorrect word to describe these!",warning steamers manufacturer 's box refer steamers unless steam things water rather water using insert used steamers customer service assured description item changed know stop misleading customers 5 stars customer service zero little storage/microwave warm-up containers,272
0,not much to listen too,pretty disapointed compilation songs worth listening eggs walleye songs ones could stand minutes album realized none bands besides ones mentioned ripple indie scene none melody original instrumental ideas,204
0,The product is not the same as the photo,understood buying generic quick release plate i.e determined camera make model expected product least resemble photo received quick release plate photo could use canon camera sent machined differently different screw locations use hassle return,244
0,Noisy operation,vcr loud whenever hit play practically double tv volume order hear noise,72
0,Kids Did Not Like It,could get single one four kids express much interest tried several times could find much get excited,100
1,Love this book!,bought book read baby girl 's soooo adorable great learning book babies,71
0,Fragile,second time wire caught chair pulled plug way repair smaller regular phone jack plug,84
0,1/2 a star,book deserve half star plot line characters dialogs cheap cheesy completely unbelievable book even entertaining know exactly 's going happen predictable worn clichés one ms andersen please save trees stop publishing drivel,222
0,I'm Done with Mad Men,5 lacks everything made magical beginning characters ho-humand story draw next show boring,90
0,scale battery,went replace battery scale worked scale good replace battery,60
0,"Great Movie, poor Blu-ray transfer",colors look artificial contrast pumped nothing looks natural unfortunate since great movie win oscar best cinematography,120
0,ORDER THIS IF YOU NEED IT NEXT MONTH!,ordered item august 27th today 1st september n't even shipped yet would think item expensive would shipped right away 'll purchasing large items like store disappointed,168
0,Not what I expected...,towel words egyptian luxe title expect ultra soft luxurious towel clearly case towel feels like kitchen hand towel made feel little nicer fabric softener top 2 washes side seem towel came completely go charisma line towels 're expensive well worth money,253
1,OUTSTANDING,catherine totally book possible.with book learn things body i.c never would imagined connected think thoroughly enjoy book catherine true gift understanding icer goes,166
1,Great movie,good movie family movie night comical yet enough heart morals make good kid movie,81
1,blower,second one purchased used two three times week clean small barn powerful lightweight wish first one lasted longer two years started howling like bearing gone bad getting open try fix looked like would harm,205
1,The Private Life of the Rabbit (Hardcover),due interest rabbits purchased book waswell pleased well written nice history ofthe authors work wild rabbits habits afine book anyone wishes learn wildrabbit,158
0,The Greatest Band Ever Assembled,really wow great music legendary band garbage mtv sellouts fakes trendsetter backwards red hat bad died truly meaningful song called nookie yeah mean fred durst ducshe cant sing hope shoot,188
1,genius,vangelis 's work often stunningly brilliant gives one shivers see vangelis midst orchesta choir massive bank synthesizers realizethat music came mind one man read music seems miraculous know phrase different manner love progressive classical music work genius,259
1,This is the best book ever written(that I've read),book realistic actually scared first time read,46
0,Broken,got two years breaker bar broke fork holds 1/2 inch adapter coming apart broke,78
1,Clever,seen movie memento recognize way book constructed told reverse clever way telling troubling story absolutely engrossing liked book pilot 's wife highly reccomend book,166
1,Stupendous Performance,almost month search observation soul searching finally zeroed one say real safe bet truely satisfied cam though initially bit sceptical panasonic lumix models day started using juz thing always wanted cam 10x zoom really delivers awesome picture clarity bliv one,262
0,Interference with charging plug,looks ok fits phone interferes charging plug enough clearance cut area charging socket,86
1,AWESOME!,love corner bookcase needed something corner would support large piece works perfectly definitely one favorite purchases,120
1,The Secret,thanks prompt delivery book great condition pleasure business,61
0,Defective twice,used one macally charger g4 month died stopped charging computer amazon replaced product second one lasted one day returned using apple charger,143
0,Overated!,chose book book club members want quit story line appeared interesting thought provoking lack paragraphing punctuation resulted book difficult read reminded required reading college like book would recommend anyone even sophisticated reader,240
1,Great Show,looking forward receiving season 3 dvd preordered australia seven network recently shown second season 12 months aired usa season 2 anything go season 3 knockout.a huge fan land,177
1,IMAX 3-D Legends of Flight,nice imax 3-d title although documentary could better liked kids purchased looking titles blu-ray 3-d disks,107
0,poorly built product,product 10 days stopped working correctly opened unit discover circuit board hod poged main board soldered connections broken would advise purchase item poory put gether inside,176
1,One of the best fantasy roleplaying games available today.,palladium fantasy roleplaying game rich excellent graphics unlike fantasy roleplaying games player limited races rulebook describe world detail minus appear separate worldbooks however gods religions described instead,217
0,DO NOT BUY,worked great two years starter coil would engage sound familiar really think great idea small lightweight really crappy product,127
1,Savior...................,wife passed away last year last request take care two cats little relize pouping machines daughter threatened visit galveston get rid cat smell bought two units ionoizer machines smell gone daughter happy camper really work,223
0,cd-rw,tdk cd-rw suppose record cd recorder item listed ditigal audio state cd case need ditigal audio item looking,108
0,Took whole bottle small results,took whole bottle lost 5 pounds even think pills working eating right think try new pill next time,98
1,Babylon 5 Season 4-Worth the Wait,far action per/second fourth season 2 previous seasons combined almost story lines started early episodes brought satisfying conclusion,135
0,Jack Conway,bought one nuwave 20322 pro digital-controlled infrared tabletop oven black one year large plastic ring fell apart wrote amazon help wrote nuwave help could even buy new large plastic ring liked till fell apart trashed,218
0,Difficult,recommend teach -book instead bought book without cd.this book covers important areas 's little excercises continue fast next area soon.the teach -book contained cd,164
0,Total meltdown,egg cooker worked great today smelled terrible burning smell coming kitchen discovered plastic lid melting whole machine thrown away egg cooker months old terribly disappointed poor quality egg cooker many egg cookers life never one melt,237
0,EVIL,music scum considering buy please dont cheesy rubbish makes sound someone getting stabbed cat dying pool spew sound good keep mind please,137
0,shelf stereo,hard find shelf stereo 5 disc changer low price love look features stereo nothing bad luck operation ongoing trouble cd 's randomly stopped playing read problem cd 's playing another stereo exchanged stereo thinking defect second one thing last straw cd drawer went bad would release cd 's returning refund,306
1,Alien Love Secrets Tab/music book,really like steve vai 's music much try see playing memorize dis almost impossible book help lot makes clear self hours practicing impossible others catch ive played,165
0,the bretheren,real disapointment offerings sure would put alas started shallow remained way maybey movie boy re-write add depth,113
1,"Great sound, great quality",feels heavy well made great sound simple controls overall one best table clock radios/cd around complaint offer digital tuner reason taking away star,149
0,Disappointing,first shannon drake book found disappointing romance tara brent almost non existent love scene started,102
1,Riveting!,salvatore reached new heights mortalis ascendence worthy successor action intrigue continue new plot twists introduced world richly developed original demon wars trilogy poised brink impending disaster sector defeat new enemy must read,235
0,Is not enough !!,book enough pass exam 9e0-121 low score got questions documented even cisco exam description questions advanced encryption standard aes protocol used crl servers ldap/http bandwidth management new release 3.6.1 diffie-hellman group 5 dh5 new release 3.6.1,255
0,OK but not super perfect,like part book covers part data controls ms-access programming benefecial gon na using referencial code based coding reference source,133
0,Doesn't last,3rd one 3 years died liked worked helped keep cadence,53
1,Rating for this CABLE,weird amazon asking rate game fun is.anyway cable pleased came sealed instructions everything need works suppose give great quality standard definition,151
1,Lucky Seven,loved movie saw tv happy able purchase love patrick dempsey grey 's anatomy 'll love movie,90
0,Nope!,another great concept yucky results sack even many washings never softened rough scratchy offends skin much less baby 's may work little one,140
0,Not the best,used think tack great keeping posters school tried use tack hang posters room mark posters tack kept falling difficult spread granted room humid used one strip threw rest away,175
0,Democratic Rag,'s nothing wrong news magazine agenda forward democratic party long 'fess wrong purporting report news bias nothing farthur truth.for illustration honesty publishing check national review readers may agree least understand purchasing.love live prada oops meant time magazine,274
1,Very informative.,book well written far scientific material concerned funadmantal understanding concepts big bang would prove helpful reading utterly confused book jam-packed useful info data kudos richard morris fine book,204
0,"Buy Thaler's ""Only EKG Book You'll Ever Need"" instead",med student recently ekg quiz totally bombed got thaler 's got almost every question right make-up exam problem book n't go enough detail help understand major important points ekg issue example left bundle branch block important know need look leads v5 v6 thaler tells dubin n't 's simply detailed enough teach need know,321
1,Look out Nashville,looking new ball chain sit beer wash away memorys pamelody great cd two step boggy along buy know mean keep great work pamelody everyone else made work,151
1,HUGE help,definetly want buy book 2nd one expressing emotions helpful learned little anime got book already little experienced drawing help body structures different angles also helped basic character ideas totally reccomend book people interested learning draw anime manga 's great reference book helpful beginners hail tadashi,318
0,3 things to sum up AO,1 bugs bugs uncountable number bugs.2 repetitive boring gameplay.3 non existent customer support,96
0,Disappointed,got use one time light 's power switch broke useless piece junk obviously cheaply made highly recommend spending extra bucks better photo lamp perfect example get pay worth got one good session,193
0,Why release this if it isn't widescreen?,really 's point earth would buy guess folks mind losing 50 original movie go ahead get edition 'll wait see whole movie release widescreen,138
1,A concise guide to beautilful maintainable perl,murking around perl learned piecemeal bioinformaticians nice see right way write perl longer completely date modern perl 5 lessons mostly timeless shown write much much readable maintainable code use practices learned c python even r made world difference,255
1,GREAT BOOK!,like read suspensfull books really keep wanting know whats next perfect great plot familiar bible easy read book 14 understand completely long series really building plot 'll say think great really intruged combination biblical historian writer teaming write masterpiece recomend one believes god anybody likes good book,320
1,Fun for my 2 year old!,2 year old loved xmas present easy assembly ride still sterring well learn soon,79
0,There are better products available.,product smelling chocolaty tastes like unsweetened baking cocoa good means.i using protein powder least 7 years use everyday breakfast know protein powder taste pleasant good better products available plan using product every day care take time blend extra ingredients,268
1,very nice,better price wal-mart target quality stores oneida nice 18/8 stainless steel well balanced oneida business long time nice flatware,130
1,Star Rider's Review,must anyone likes classic rock gave overall 4-stars last cut martian boogie 5+stars,83
0,Right Price?,think price 148 least 100 paid little 40 year ago on/off button malfunctioned works every 200 pushes enjoyed worked long listened never able pick fm stations,157
1,warriors a great book,clan attacked would thunderclan invaded rouge cats fireheart fighting life protect leader bluestar tigerclaw would try kill leader stopped find read warriors forest secrets,172
0,Amazon hasn't had this in stock since before Feb 8,everything read tv stellar wait get mine.that said cancelled order amazon 3 wanted let know delay item order placed february 08 2005 emails.i placed order elsewhere company telephone,182
0,Ain't no Rides!,disappointing little actual content drawn extremely annoying ad breaks virtually tech content many repeated video clips obviously put together 'general audience true gear head 'll bored give episode rides day,208
0,Not for corn allergics,book many good recipes include info corn allergy many recipes contain ingredients sources hidden corn would good cookbook anyone recently diagnosed corn allergy recipes adapted corn-free people know recipes call ingredients contain sulfites people sulfite sensitive use caution,277
0,Hanoi John,really surprised hanoi john n't dedicate nasty little anti-american liberal book hanoi jane,91
0,Stopped playing blu-ray DVDs,bought daughter christmas 2010 good netflix interface however found unit play blu-ray dvds 17 months minimal dvd use inception thor blu-ray dvds give read error message though non-blu-ray plays ok discs play ok panasonic model bought amazon christmas 2011 89 'll update review find repair estimate samsung,305
1,I think this CD was really great! DJ Felony is slammin',cd must freestyle/high energy fans nice blends bumpin bass great rhythm could ask anything else like freestyle get cd cool,122
0,paperweight,excellent paperweight want actually use tool get box plane returned store try harder stanley,92
1,Phone Is Perfect,almost every review right except individual ringer part assign distinctive ringer specified group 's longer individual based though make group one person disadvantage 10 groups assign multiple people group.everything perfect except voice dialing otherwise awesome buy,267
1,Great stories from a great writer.,robert bloch national treasure could chill blood put stitch side whether horror satire bloch usually hit nail head entertaining unique tale distinctly collection stories required reading book well worth owning,209
0,tools are made for midgets,tools made cheap wood measuring total length 8 inches including flipper speaking flipper order 2 sets tools cause need use two flippers flip quarter lb burger really like sliders set work cause thats flip n't even mentioned corn holders duller plastic spoon skewers bend put strawberry item returned day delivered,313
0,I don't recommend this product.,able get photo album work like advertised getting electronic-expert grandson check without success returned,107
0,regular calidad,esperaba algo de mejor mejor calidad según la foto parecen ser un muy buen producto pero es muy delgado el cuero parece papel ademas las costuras se van rápido recomendado,171
1,Useful study text,aim review main concepts refresh memory semiconductor devices book excellent book beginners area heavy equations main concepts dealt clearly many illustrations quite helpful,173
0,Sony boom box more like a pop gun,major disappointment nice features cool space-saving design awful anemic sound hitting mega bass barely gives sound hint depth put allman bros incapable reproducing bass shut use listen talk radio clarity sound least advantage,226
0,"mediocre, problem ridden phone",yeah go different phone one discontinued many promlems past 8 months getting ready trade new one third time.problems phone often encounters -end button stops working-randomly dropped calls-answer phone microphone speaker working-screen working tell 's calling-dirt gets screen easilyi sure bad much better another phone,319
1,THIS DUDE ROCKS!,want hear powerful gut wrenching blues incredible guitar work man dude jams move stevie ray walter trout arrived wow,116
1,Very Heavy,heavy good quality shelf bracket comes 2 different lengths screws fine installing stud stud behind buy plastic anchor even toggle anchor moly bolt going put pounds stuff shelf,175
1,"If You Love Front 242, You'll Love Nemesis.",great cd nemesis jean luc fans front 242 style music dissapointed wish artists caliber style around guess endagered species,123
0,"0 Stars!!! Whack,Whack Album!!!",go back oc belong leave hip hop eminem paul wall thinks bad bad man.more like gay gay man care think hatin wigger see gay/white self,132
0,Waste of money and did not last 2 years! RUNNNNNNNNNN,bought printer less two years ago first satified purchase even though quality great hate fact print black white color ink runs even use printer much harware printer work properly called hp said need upgrade new printer cannpot fixed joke,237
1,refreshing new ideas about home decorating,eclectic living bari lynn shows unique eclectic vision throughout book easy cost-conscious creative ideas kept saying looking forward next series,145
0,I own a different version of this same CD,version cd except digi-pack case videos wait bleed spit demos get interloper despise came englan japan cost 52 bux stores ask better going stores get,149
1,This is an easy & quick book for all history students.,book makes history easy kids adults ages text simple easy understand side questions help understand topics bore much long-winded text great studying though suited incredable detailed test catches renews interest history country,227
1,Great slide,great slide shoes comfortable true size great height stylish good walking long hours without hurting feet great buy,115
0,Not one of the better Marvel Legends figures,marvel legends figures think human torch fallen bit short quality seen figures first flames torches body really look good flames head look like big yellow-orange hairdo black lines painted body realize comic lines give body definition however makes toy looks silly,264
1,A Timeless Boardgame,pick car hop take spin face life offer land great job maybe get married fill car rugrats goal dodge bad luck make buck along way earn life tiles good deeds helping community life tiles mean extra money road end biggest fortune 'll retire style winner one games enjoy entire life n't require lot thought fun game,311
0,A disappointment,disappointed book arrived first quite slow arriving second dust jacket large logo hotel chain looks like stolen book hotel,122
1,Great for Sensitive Skin,daughter extremely sensitive skin huggies wipes found irritate brands given rash huggies scent added break pleasant fresh scent great sensitive skin also absorb beautifully would use 3 cheap brand wipes every one really n't save money buy cheaper wipes highly recommend,269
1,"Beautiful,Albeit Tragic Tale",said wonderful film.it must anyone enjoy 's qualty film making.there movie like think be.beautiful even end.winslet lynskey two choices ever could 've saw roles juliet paul truely shined brought life parts.the whole movie perfect.we need like,242
0,"Save your money, borrow this one from a friend.",ok watch like kind stuff want watch worth money,47
1,'There are no ordinary cats',little book gem one lives cats loves passion quotation sums completely personality humor cat yes cats sense humor remember live us imperfect humans,147
0,pink plastic,orange mostly pink plastic stand base good quality electrical portion however shade cheap also horribly packed styrafoam breakes apart million pieces touch,155
0,Not so good for me,used two months mike began fail would connect phone make call person end would hear nothing said happend frequently period month gave,133
1,excellent gloves,gloves excellent pair gloves sheetmetal work picking small things like sheetmetal screws,88
0,Logic is for dummies,read book best ability found unable disagree sound logic factual arguments im frustrated koolaid drinking liberal mind agrees emotions disagree message message true mr clinton tells feal invested much emotionally democratic party let silly thing like logic facts swade opinions,277
0,Too noisy for me!,living quiet area find ticking loud ascending alarm starts loud jarring awake gets bit louder faster backlight really edgelight two leds one numeral 4 one 10 light touch top button 's plenty bright hands luminous bright enough see dark overall inexpensive alarm job proves get pay,280
1,Great machine though a little pricey,machine easy work toss ingredients plug let know fresh bread tried functions pasta jam etc yet far experiences bread making ability optimistic functions reasonably easy work also,178
0,Trite,book trite ridiculous husband roled eyes whole time reading feel truly talked fathers finally got husband read book pregnancy child rearing finish say told books waste time,172
1,WAY AWESOME!!!!!!!!!!!!!!!!!,love sean paul albums best one yet like hip-hop 'll addicted,60
0,Good and bad.,really like crisp sound player fact pop rechargeable aaas computer recognize player locks computer plug go kids computer load music creative 's customer service joke problem muvo mix muvo v100 recognized either disappointed common problem resolved,247
1,Perfect for individual backpacker.,store stove stove stand pot snap keep shut started sticking would close bit thats con,85
0,Item Returned,cordless head set n't work returned return item get money back thank,68
1,The best gift for any bookworm,know older model kindle many newer models one working fine hesitant try convert husband book reader kind took chance 's years loves said best gift ever desire upgrade newer models come time,189
0,If I could rate it lower I would,hated movie usually love things wierd scientific like richard gere know went wrong watched every fade hoped end celebrated movie 2 hours life get back horrible movie would reccommend watching unless left deserted island plenty food tv get cable source entertainment even would touch go,285
1,Lots of fun!,first bigger expected little spent it.i month pleased overall held well 2 7-year old granddaughters used half-dozen times far 's room still fun it.definitely worth money,169
0,cute but flimsy base,heart-shaped tube awfully cute plastic base sits upon really flimsy cheaply made bottom underneath made basically cardboard already somewhat buckled took package n't even sit flat shelf also piece metal included monogrammed impressive either sorry negative 'm honest,266
1,Some people had Sesame Street...I had Purple Rain.,everyone remember first song made love music mine would die 4 purple rain hit big screen hooked mother played record saturday morning chores wanted album vinyl momento artist love soundtrack made fall love music.i excited album vinyl excellent condition,253
1,Honeywell Spaceheater 2200 Mini,job heating small confined space desk work heats area quickly also manages heat room takes couple hours loft high ceilings quite noisy issue work however may issue used home setting,181
0,"horrible movie, pure pedophile homosexual crap",movie two young boys masturbating diving board horrible movie director arrested horrible pure filth,99
0,Not What I Expected,maybe read description wrong gate want swing open closed time walk though open easy also comes hinges easily gate step remove easily would work gate opens walk though want,171
0,Save your money!,recently ordered book looked great based upon contents reviews book needs rewritten lacks substance details difficult read way overpriced like summary needs done yet lacks details process sorely dissappointed book anyone want copy,230
0,Cracked in 5 days!,bought daughter birthday 5 days ago 45 called tell cracked already cute durable,79
0,Great if you want a floating bath mat,purchased product use bathing two young children although size large product stick bottom textured tub sit children keep place soon lift comes certainly safety issue someone wanted use keep slipping,198
1,Good album,solid beats way rapping life outlook opinon haters makes great pop/rap cd,73
0,headphones,'ok product sound quality fine use long periods ears hurt hard cushioning ok use internet bought bcoz price price good product,126
1,Okay but not our favorite,barney friends better others much fun winnie pooh,49
0,horrible product,product fit two bikes also cheaply made bike roll even secured slide move,73
0,THIS IS NOT GENE FROM KISS,please note artist gene simmons kiss n't buy mistake ok p.s kiss forever,72
1,Replacement part,bought 1998 chevy metro 1.0 2 door fits well look little sloppy problems gasket converter even fit manifold took advance auto bought gave walker gasket fit like glove everything picture get make sure save nuts bolts heat shield o2 sensor went right bad product replaced cracked one works well looks like rushed factory,318
1,Of course I love it,applied skin wife wonderful always buy perfume always happy complaints,70
1,"Very informative book about a man I only knew from ""Song remains the same""",found interesting read time led zeppelin back news kennedy center honor release celebration day purchased recently well,119
0,Review,-item arrived fast-packaging intact-item described-would get 5 star rating except item strong bug killing spray smell roach spray exp,133
1,Very good,liked book lot mystery good descriptions alaska evocative characters lively prefer liam kate shugak always found bit uptight,124
1,Great retelling of a classic story - beautifully illustrated,wonderful retelling purim story told diary esther unlike many books aimed age unusually complete illustrations sumptuous great job helping story along,150
0,Please stop farting!,three months developed dreaded jensen twelve-inch flattulence great deep bass sleep mode brrraaaaaapppppp signal turning waiting minutes helps starts farting highly entertaining romantic movies gets downright irritating watching star wars darth vader starts passing gas,269
0,Not very effective,2 children 3-month old 3-year old find soiled diapers 3-year old smell mile away usually empty every day stand smell,116
0,Mine just broke after 3 uses,unit shorted put ipod hiss volume control broken buy risk,57
0,Still Weak And Lame,two dollar guitar 's indie/country mix pretty well sounds bad time idea lo fi sounds good paper practice reason bands go studio album burned buried,147
0,Oh PLEASE,n't able palm device years hell even apple newton could back 1997 400 technology today ya got ta kidding get iphone even,120
1,Great buy for the price,great product price recently bought 2 used trip isle royale purchased 2 long versions worked perfectly brother 6 foot 1 long versions plenty room even person perhaps 6 foot 6 20 degree bag wouldnt go past 35 degrees thats preference though color bag pictured color recieved thats fine cuz color effect use comfort bag,317
0,ps2 cord flemsy,broke 2 days recieved cheaply made received replacement shortly still looks flemsy might better get brand name item,115
0,High expectations dashed,ninth grade english honors class chose read book thinking sounded interesting maybe little scary well shock got tired reading diary charolette figured ending book maybe fourth chapter book easy quick read book short 200 pages times went slow recommend book anyone,263
1,The figure in clay: horray!,better expected novel interesting techniques well anatomical knowledge put use unique visions makes useful book beginner advanced sculptors enough personal aesthetic information make want focus individual artists select admired artists offers sense network insight,264
