polarity,title,review,review_length
0,broke in a week,worked great whole week stopped completely least inexpensive worth trouble trying send back refund,98
1,My class loves it!,book given gift last year began teaching early childhood kids love requested book library kids love get musical instruments shake along music every preschool class copy book,173
0,below average,usually love anything author book good characters story line disappointing,74
1,Fantastic Live 2-CD Set - Worth the Price!!!,previously owned cd destroyed along cd 's hurricane katrina aerosmith 's music first one replacing,98
0,Not worth the money,cumbersome comfortable goes inside pillow case top pillow n't stay put feels like sleeping baby 's plastic mattress pad worth money disappointed,144
0,Angel Food Pan----NO,pan bake cake comes time cool disappointed turned cake upside cool fell onto counter way keep pan cool proper way flat cake never use pan,137
1,Best film for 1946,best years lives poignant story three wwii veterans coming back home adjusting best film 46 best heart wrenching scenes ever seen,129
1,Great for running,got tired re-inserting little ear buds came mp3 player running friend suggested headphones tried work great stay put run someone run simply pull one phone talk sound great putting backwards,189
1,I really liked this movie,world horror movies nothing stupid films psycho running around killing half-naked girls dumb pretty-boy jocks real reason movie takes different direction monster movie think done really well seen check,201
0,Extremely disappointing,liked movie gettysburg excited seeing one almost every bit dialogue ended speech acting awful probably attributed whoever wrote script horrid script,148
1,A delightful read for kids and parents,four year old six year old reads well find alistair books delightful colorful illustrations matter fact expressions quirky endings make delightful read hear always happens house,177
1,Prison Diary 2,excellent read.gives one quite insight happens inside prison systemloryn potroz,79
0,Fake!!!!! Fake!!!!! Not At All As Advertised Gelzone,purchased item several times local medical supply store upset open package today find fake see picture real gelzone garment belt however receive mail fake dont victim classic bait switch buyer beware,199
1,"Love this movie, great buy",hilarious even today robin williams one best movies opinion great price great movie,83
0,zero stars (if that was an option),product work glad one hearing baby 's heartbeat pretty much everybody spoken encountered piece junk agrees n't work heard heartbeat lucky bebe sounds ashamed marketing something live expectations,195
0,melancholia,movie stupiest start movie ever seen maybe ever finish seeing feel different sorry seen rest movie thought terrible movie like money free netflix.perhaps sophisticated movie watchers,182
1,Phenomenal Resource,work television series forensic files honestly say referenced book times even begin count karen taylor one talented creative artists dedication craft clearly illustrated throughout book book must,195
0,More than slightly overrated,yet understand maroon 5 's appeal cd catchy tracks vocals lack strong delivery songwriting weak quite sure maroon 5 never another breakthrough cd lack staying power,164
0,Disappointing,one writers little say says christian sparks never get lit 's level not-quite-authentic writing bothers time come across writing really recommend book,150
1,A320s gets an A,product worked great sony notebook motorola phone jabra headset complaints,74
1,A trip down memory lane,really enjoyed reading stories grew read ipad pictures stunning would either buy paperback read ipad pictures show great kindle colors pictures great,149
1,A must have for leather seats,two year old mess makes car nice thing n't harm leather seat would without make indent bad would recommend anyone,113
1,"valuable insight, but somewhat rose-tinted",alas babylon proves valuable insight psyche nation experiencing climactic years cold war although circumstances fort repose encounter ending laughably optimistic found entertaining touching novel,195
1,"Wonderful wonderful book, wish I had read it as a girl",pleasent suprize patterns intact back child loves dolls wants sew book great story activate imagination well learning tool,122
1,wonderful classic,songs motion picture cd also actors talking really cd recorded movie playing really enjoying soundtrack,103
1,Highly satisfied,shopped around bamboo shades buying met best combination good looks good price shades arrived promptly easy install work well.they thinner let light expected problem.i 'd buy shades would certainly recommend,207
1,hilarious,insert ass joke game fun hilarious one better family games right love,69
1,Memory lane,great songs johnny mercer love singing grandchildren thanks blast past highly recommend grandparents ha,103
0,Doesn't Compare to Coffee Pods,pod filters work quality coffee paper filter pods whether choose make pods buy ready use paper pods make frotheir cup coffee,124
0,You won't find a better video.... NO YOU WON'T!!,ok bloody plot come review back box talking sean connery 's one minute self done stunt know probably worried 's good laugh though,129
1,Easy to comprehend,book well written touches science references places get data focuses eat right nice easy read,93
0,Why don't we burn this trash.,never seen suckier movie absolutly tasteless annoying watch believe favorite actor jack nicolson acted low budget movie spit goes stupid director made please watch movie consider warned,185
1,Excellent,searched product suitable cartrunk car tired glass due failure many glass holdergood product works strong.thanks amuzan,119
0,Don't bother...,poorly made video film shot video depicting older man meanders meaninglessly boy boy cover jacket suggested different kind movie shocked content also shocked cheapness production values serious waste time money videotape,220
1,The best!,tried many highly recommended brands multivitamins noticed best results taking intramax liked liquid n't taste bad,114
0,Not very impressed,generally buy picholines barrel italian deli madison wi despite high hopes might compare somewhat disappointed comparative flavor texture product,145
0,You've got to be kidding me?! THIS is the #1 Cd on cdnow?,simply awful total dreck avoid costs,36
1,overall good but could be better,book great section pronunciation problem specific first-language groups example problems many taiwanese spanish speakers face could pictures mouth shape make pronunciation sounds,178
1,love it,allergic sodium laurel sulfate started using simply reason love way hair feels use simply strong healthy lack lather simply solved adding bit water shampoo easily spread throughout long hair,190
1,"Great, but found it cheaper!",great cake dome beautiful price bad actually found days used first time target 15 could believe target cheaper amazon rarely happens check first still think worth way find definitely order amazon,195
0,ghost product!,would glad review product got never received desperately waiting -though meant delivered 14 october 2010 ordered last august could tell recover lodge complaint thanking advance.ps obviously rate item properly,208
0,Friends - The Complete Series Collection,entire fifth season missing problem purchase one season cd missing fourth season cd missing sixth season order complete set first six seasons purchase three years,162
1,GM New Look bus,well researched high quality work important part american transportation scene 30 years need companion volume yellow/gm old look buses,134
0,bad for me,used synthesizer tried plug stuck hole could nothing cut broke pieces parts still stuck inside buy,98
1,does the job,price right save extra wear tear dry firing feel better something stop pin hope keep going many fires,101
1,The Essential Dave Brubeck CD,essential dave brubeck cd great encompasses terrific music great collection works love especially blue rondo ala turk turkey last november lunch istanbul version played restaurant,179
0,Ouch,bought call girl actress confessions lesbian escort erica black raced erica 's book never finished clarks hmmm,110
1,Good espresso maker,easy little tedious use use two cups believe left cup reason makes weaker espresso coffee flavor rich aromatic milk steamer works good paying 100 great buy,155
1,Great for horses,got removing burdock burrs horse 's main tail aggressive far better job combs designed use horses teeth comb going fall need take care scrape fingers works great difficult horse jobs,182
1,SOLID,good solid cap rotor high quality brass terminals rotor got black favor never buy cheap h.e.i cap rotor,103
1,I like it!,took minutes attach gun holders would given 5 stars one page instructions lots room hold gunsmithing cleaning gear,114
0,Good advice,glad read review 1 star uncoordinated life trouble 2 sided discs thank saving money healthy life,96
1,Great show,love show right amount drama mystery also interesting peek would like live time period especially women,103
1,The best water bottle out there!,order another bottle blue cap connector broke 7 years use use bottle everyday take gym goes trip constant companion handy right size healthy easy carry go wrong bottle,167
1,Awesome!!,u r true simpsons fan must seasons one different n't really care according style case real negative great show wait 16th season,127
1,saved money!,needed calculator school could find less 90 except amazon got 85 shipping costs great deal,90
0,it not a danielle steel book,love read danielle steel book total shock like weird,52
1,Excellent Mini SD Memory Card,pluged worked couple months problems works fine,47
1,Wholesome Movie,previously read book enjoyed bought movie disappointed wholesome movie teaching good values strong message behind,113
0,Did not work at all.,flea problem fl bad nothing working constant struggle going back advantixii like vet recommended,96
1,Secondhand Lions Not Second Rate,best movie seen years story fun actors make characters live one questions hollywood make films like without extra helpings filth found movies today purchase movies rarely watch one second time one watch often,208
0,not worth it,worth money.this pan burnt second use medium heat coating pealed off.just threw away like money spent pan.do buy product,120
0,Bland!,recipes book may healthy horribly bland bought cookbook hoping eat healthier diet trying meals ended collecting dust shelf reason healthy cooking lack flavor,157
0,Phone Cover,like new phone cover plastic window part cover 2 little dots come started return decided appeared would remove wiping n't,121
1,This book touches the heart of everyone who reads it,book pretty good little dry places good people want heart-wrenching story definite must-read free time takes get benefit,120
0,Manute: the center of two worlds,much comment product service book never arrived loss money slight still disappointment,86
1,Session 9,great way see danvers state insane asylum journey halls tunnels.the movie well done ending expected,99
1,Most of what you want if...,want lions share freddy fenders popular music millennium collection good choice.all hits well mastered,102
1,Great Gift,great gag gift big birthdays like 50 case someone losing marbles,64
1,Eldest,good bood fitting 1st book series quick read hell going finish 3rd allready,75
0,POOR AROMA,parfume really expected bought aaa merchants saw good comments used aroma gone ten minutes wasted money,103
0,"Gag, gag, gag",hollywood ever learn special effects make movie pitiful acting pitiful script pitiful pitiful pitiful ending dissappointing another predictable special effects bonanza film weak minded,184
1,Growing Up Girls from Enesco Brunette Age 15,doll exactly wanted shipped quickly price good order need another doll,70
1,Works like a charm,vacuum bags arrived promptly work great perfect dog hair dust bunny pick up.would buy,85
0,Why not just buy the new Manson album?,hello name jay gordon every halloween dress marilyn manson puh-leeeeeeze one boring albums ever heard save money,112
0,Totally Misrepresented,looking cordless phone voicemail capabilities item seemed like logical choice received read instructions turned needed call telephone company order call forwarding sign voicemail phone basically cordless,203
0,New Line - con artists.,disgusted new line releasing version bluray format versions one disk.blatant attempt bleed market hope many stupid people around fall please buy version wait extended version,174
1,Yarrgh.,tis excellent resource tales buccaneers adventures purchased read 6 pirate related books best lot,97
0,Buffy The Vampire Slayer-The Movie,well thought movie bit cheesy side nothing like series series best,66
0,Pretty good dresser,received dresser many delays condition dresser good took awhile receive dresser good heavy worth money,102
1,Great gift for father in law,bought father 's day gift husband 's father enjoys doo wop music several cds favorite gift day immediately put watched entirely quality dvd seemed good music continuous,168
1,Avery Clear Labels,avery clear return address labels arrived within 2 days order well packed perfect order labels proved extremely easy use neat give professional finish letter package,165
0,quite good,product/disc good well quality recording unfortunately case tray broken good thing disc not.the 2-in-1 series,109
0,Shockingly Bad!,hard rock casino one poorest casino games ever played character options limited 5 different characters tournament options 5 card draw poker offered game pace painfully slow table limits entirely low.buy hoyle instead,216
1,Epic performance!,amazing performance greatest entertainer ever lived mj 's talent passion shine concert remind everyone king pop,111
1,The Best!,although book meant children best many books bought goats.as newbie goats bought several books try expand knowledge ensure caring correctly best.i would recommend new prospective goat owners first book purchase sorry,216
1,great childrens book,bought book author grew books girls listen chapter great pleasure,65
1,My cats love it!,n't assume cats love toy much crazy feathers seem pretty good secured since cats pull pretty hard still attached perfect cat exercise,133
0,12 year old fan 100% Disappointed,n't think anyone expected eldest tons action anything expecting readable sure expect readable book stinks,105
1,Good toothbrush,inexspensive toothbrush good job cleaning teeth gentle gums would buy,69
1,This is the theatrical release version,edition film include relationship belle scrooge leaves love gone scene included home video release vhs included amazon instant video edition,140
0,go to a professional!,tattooing whether makeup actual tattoo done clean sterile environment bathroom,78
1,Maxwell Disc,great product would recommend anyone enjoying getting disc order later,70
0,The death ro,worst book ever sorry ever wrote writing like love fire best thing,66
0,What a disappointment,one great pleasures seeing film theatre lush green english countryside print pressing looks like abandoned deck chair south france dry faded,140
0,Weird,experience listen mike opera believe remain singing pop masters best,68
0,Not very engaging,total waste timehard connect charactersskinny plotanti climaticunrealisticboringlack engagement reader,102
0,I Will Tell No One To Buy This Book!,little half-way thru book kept wondering story book rarely put book trade pile without reading one went quickly care characters care really happened anyone book second chance good happened harlan,195
1,very pleased,looking half season nip/tuck since found 5 2 parts excited find love nip/tuck amazon.com dvd 's want,100
1,Blasts from the past.,great movie changed computer graphics done back must see movie loved kingdom hearts 2 playstation 2 wanted know tron game owe get dvd,133
1,Definitive !,prefer reading great war novels like red badge courage naked dead recently triumph glory john keegan gifted military historian eloquent style read books study history warfare one best,183
0,Not as sturdy as i thought,wanted something daughter almost 5 store entire leappad frog items former model seemed sturdier sold anymore ordered one bit dissapointed bag really sturdy soft works sure long would recommend,192
1,too advanced for me,guess 'm used otc test sticks pcos irregular period cycle unpredictable 50 days little machine work people irregular period like expensive little complicated set like 6 hours time frame test urine,196
1,MOonrise,really awesome movie heartwarming touching n't think going make get,67
0,They don't work,bought two min/max 5460 thermometers greenhouse first one worked several weeks floater sunk blue fluid second missing floater worthless design wish read reviews purchased,170
1,Say cheese!,daughter thought camera broken dropped couple times idea could possibly need new battery far minds getting battery last resort tried wholla worked problem since amazon rocks,173
1,Love the series. Audiobook.,exciting thriller.the book good pace keeps attention.the narrator good.i would recommend reading whole series order.although books better others,144
1,This stuff actually works,always tide go purse home trouble grease stains gotten red wine white shirt work function one even noticed 'd spilled pretty amazing,132
0,Excessive S/H,ideavillage charged 27.96 ship small one pound box smoothe aways completely excessive called complain transfered nonexistent customer call goes directly nonexistent customer service number really suck,200
1,EXCELLENT SAW STAND!!!!,although box kind beat arrived parts components assembly surprisingly easy quick happy quality stand sure last long time,120
1,Good but where's the rest?,agree reviewers yes great tape episodes never got see half season six seen one episode season seven 'd love relive favorite jag moments something grainy video tapes have.we need,177
0,Ripoff,rip wait extended editions movie studios always try screw loyal customers vote wallet buy,89
0,piece of crap,used cook wow 's reading 300 brisket tried another one bad right box,68
0,A little disappointed,bought smart wool socks great mid-hikers right latest like 8 years bought street hikers moved city walk lot disappointed te feel socks stay calf continually sag shoe never happened mid-hikers,191
1,Love it!,love item bed much comfy sleep actually 'is like new mattress,61
0,"cute shoe, hard to wear",shoe great theory nearly impossible wear seem balance weight teensy heel toes go poking little straps previously stated ankle straps make shoe lot wearable,155
1,"Sony Player and its ""remote""",love many things player sound quality great like radio remote great idea stopped working less 30 days,101
0,"some useful insights, but a bit overblown",bought book lot optimism found first chapters fairly insightful helpful however read redundant unrealistic impractical found atwood 's advice perhaps want soul partner defined atwood,182
1,good advice!,really enjoyed book even bought copies several friends like author goes psychological aspects clutter collecting things book gives something think motivates get rid stuff,170
1,Summer Smarts : Activities and Skills to Prepare Students fo,book provided blend fun education helped prepare 1st grade,58
0,Not really a disaster movie,movie disappointment comes disasters nothing really happens like typical scifi tv movies like one since seems go along scifi movies predictable could lot better poorly done gave 2.50 guess really complain much,209
0,doesnt work.,bought two work dont understand dont two jacks jack one works jack two,70
1,An artist I cannot recommend enough.,truly remarkable songwriter showcases amazing songwriting abilities coupled breathtaking vocals combination makes cd true success,129
0,Doesnt work for me,hav n't tried long dont notice noticable changes everyone says works instantly even tried upping dose still feel different,122
1,Love it!!,asked lot friends opinions product product told polar almost features geared towards bikers whole lot expensive garmin fit needs runner price range love gps fact syncs mapmyrun.com account using bit love love love,213
0,Neon Nits Lice Egg Locator,n't waste money turned fingers pink 3 days n't work good burnette hair,70
0,It's not a erotic films,movie boring complicated expect sexual erotic scene disappointing think thriller drama hope help selecting dvd,110
1,Gerat Coffee Product,toddy system great coffee brewing system many ways customize brew brewing process mix drinks possibilities endless get bad cup blame would highly recommend coffee enthusiast anyone enjoys culinary arts,201
1,this book has been written with great insight,enjoyed insight author unusual characters small town written smoothly great care hoped author would continued book well worth reading recommend,143
0,Suncast Base Cabinet C3600G,suncast utility base cabinet c3600gthis cabinet nearly quality suncast cabinet purchased years ago doors hang opening closing top support pushes doors anything set trusted suncast name sorry product disappointment,213
1,"Took 2 tries, but loved it",first platter came battered manufacturers box chip edge amazon replaced immediately 2nd one perfect,99
0,"Been there, read that",reads like futuristic novels except christians bad guys,55
1,Sale Price,noticed week bought product 34.99 went sale 27.99 bad amazon n't sort policy credit account,91
1,Very Pleased,purchased projector use small growing church room fairly bright epson still great job audio output remarkably clear volume adequate pleased,139
0,outrageous,come poor performances released cd full price think could given higher rating released super-budget price outrageous regret bought poor-quality cd,146
1,Harry Potter,gift husband potter drives roads united states cd 's keep company.the condition good time,89
0,Mr. Ed's wife sings,girl sing save life join horse race got face teeth it.ps duffans call us haters seem realize saying believe like you.cheese president,133
1,Delightful,wonderful reading young child book full lovely stories probably enjoyable little girls little boys necessarily,110
1,"""All for one...."" -- all four stars, that is, for ONE CUT!",four stars given album one cut five-star cut chemical residue find fascinating never-tiresome one-track album track surely must hh fan,134
0,Displeased,displeased description item relation final product recieved,59
0,product arrived missing a part,'m sure problems occur disappointing stroller assembly required arrived key part missing box return handled efficiently however,127
0,what a rip!,rip picture makes look like getting bottles vial actually half pieces plastic paper backing reclose perfume try really disappointed save money get larger sample actually use,173
0,Only lasted 2 weeks,bought product put liquid diet doctor used mixing protein shakes frozen fruit 10 days started using product blades dull would longer fully cut frozen fruit.i liked many cups came useless blades work properly,207
1,"Loved, loved this Evans",loved book full breathtaking imagery raw emotion complexities mother daughter relationships would reccomend anyone enjoys get lost book nicholas evans become favourite author one come back read,193
1,great help with an aging pet,larger size pads really help maximize area covered first problem dog displacing pads tends pace piece masking tape corner quickly efficiently fixed problem,155
1,Loved it,movie based llm books even great full excitement laughter beautiful romance anne gilbert ending rushed wedding scene parts gilbert anne made,140
1,Bellydance fitness,dvd easy follow provides quite workout one make sweat,53
1,The Weather Makers,book compulsory reading every corporate board directors ceos,60
1,Extreme Potential...,worked one bars matt used play 'd always say 'll next stevie ray 's combination ability play guitar ability write lyrics make unique start somewhere see hear one day soon 'll hear everywhere keep matt,200
0,Most disappointing Christmas Present!!!,well aa aaa battery factory going enjoy tis fun car factory spending 100 batteries within 2 weeks decided hide car give away present someone friends save money,159
1,"Great Book, Yummy Receipes!!",boyfriend love book got great ideas dinnertime love 'not sloppy joe yummy filling healthy,89
0,give me widescreen or give me death!!!,agree reviewer thought dvds supposed offer choice tv letterbox boneheaded choice obviously made someone n't care film,117
1,Excellent,highly recommended dorsey husband bob burns professional filmmakers tell painful personal story tremendous energy grace humor honesty powerful thought-provoking film,165
0,Not as expected,gnome cute small height given description knew small would purchased also said could withstand outdoors paint hat peeled one rain,129
0,*The most boring book*.,like book becausei thought going scary boring interesting going rent movie friends told movie better.i think everyone give try ivonne lozoya,140
1,Page Turner,one king 's best page turner completed two days use baseball terminology sheer genious throughout telling tale wonderful wonderful book,135
1,Wow! Good Product.,used 2 months like eyecream goes well sensitive skin keep area hydrating eyes look 10 years younger hope 'll come big jam something like 1 ounce,144
1,What's not to love,seriously 's rolling stone 's 's love searching must love em already great cd imo,81
0,Disappointing,expecting longer historical view sugar utterly disappointed role slavery played sugar production commodification glossed passing,128
1,Convenient and Quality,ordered club paradise amazon instant video need watch funny movie set caribbean could find anywhere else 3.99 little steep quality perfect need watch particular movie instantly find netflix crackle great alternative,215
1,The best nursing pads!,tried many brands nursing pads far best bulky like pads large circumference provides excellent coverage without showing clothes get wet pads almost gel rather feel wet skin like pads perfect breastfeeding moms,209
0,Total Bore,problem book boring try continue reading cant chapter boring take would even recommend book someone n't like conclusion read book,129
1,Not for exterior use...,north florida thought product might used protect plumbing outside pump house receiving product reading entire manual used outside returned,138
0,Newer version is a disaster,new version seam underneath spreader rotor allows dust debris gear mechanism cease almost instantly used one older ones years scott 's listening actually craig gregoire blue ridge termite actual user product,207
1,Mobil 1 Motorcycle oil - the ONLY one I use!,tried motorcycle oils always come back mobil 1 never try another one worth get pay mobil 1 high-quality oil,107
1,"If you know absolutely nothing, well then this is something that can help.",writing emotional impact left wanting years watching movies able discern important elements movie long reading book however know absolutely nothing writing screenplay quite certain find book valuable resource,208
1,Awesome,used book first 2 children worked wonderfully kids continuously sleeping night third child 4 months old ready start problem lent many people sure may buy new copy,162
1,Great but too short.,know short story want end nice way get christmas spirit,55
1,Great tool,98 kia sephia several sensors product saved 800.00 dollars mechanic shop repairs identifying bad sensor stores product 150.00 beat price,136
0,WISH IT WAS TOUGHER,bought dog medium size fun days punctured awhile older thought would try punctured within houres great toy strong enough dog,124
1,Elegant in its simplicity,polished translation brilliantly reflects spare sparkling lines winsome poet lonely isle heart find still superb many readings highly recommended,145
0,Not real Balsamic Vinegar,sorry penguin mints seem sell number authentic-sounding balsamics real thing,76
0,"great photos of pattern, but don't buy it.",bought book loved photos different stitch patterns knitting packed away moving trying several patterns got frustrated even initial part pattern see direction work disappointed book,180
0,Nice looking shoe but uncomfortable,might sizing issue tried size 10 big enough heel kept sliding 9.5 fits really hurts around toes beautiful looking expensive shoes never wear result,147
0,Quite disappointing,former marine could wait read book hoping would next classic perhaps par 'marine sniper charles w henderson sad say found 'shooter quite disappointing applaud jack coughlin 's bravery skill found writing awful skip one,218
0,"Painful, pure torture",looking funny light film take friend major surgery next day called comedy vowed never let pick film man agree,109
0,Ridiculous,says description steel hardware included easy hanging silly took mean included stand pictured clearly one see reviews read reviews ordering spent 137 rope cost 17 return 's crazy,178
1,Dead On,wife suggested read book although steer away genre known women 's fiction loved book read guys 'll surprised,108
0,Don't buy these earings,10 year old daughter bought birthday wore 2 days cat fell apart stud almost bring doctor get earing removed ear small rod stuck ear,131
1,good value for the functionality and quality,features quality good values price friend put could wear several time purchased high end brand since machine functions need comes useful accessories instructions clear quality good happy,186
1,Great speakers!,sound great speakers bass worried since 3/4 acre back yard virtually trees structures bounce securing eave house needed oh crank issue hangers swivel longitudinally big wing nuts attach speaker made easy mount 20 feet,217
1,Bounce is Amazing!!,without doubt bounce album full type music bon jovi always given fans hard-rockin songs full hope ballads full love bounce hoping lot bon jovi new album sure gettin lot really recomend,184
1,No Maam,price amazing replica shirts used show good buy might buy another one,69
0,"Great series, cheapskate manufacturer",bought set assuming price would least contain single-sided discs since half season luck dualies fox ashamed total rip-off,121
0,I had to buy it,told buy model used finding rebar steel columns walls would recommend looking studs buy good stud finder want pinpint stell find something better maybe work well somebody n't seem accurate user friendly,202
1,Simply Works,works advertised 's simply cable supposed pricey get pay consider well made quality product nikon products owned used,117
1,perfect portion plate,came time exactly written good tool use measuring portions highly recommend anyone wants know portion control,109
0,Fragile,ordered reptarium sugar gliders originally heard wonderful things reptariums however took apart first time pvc pipes cracked seemed much fragile anticipated keeping giving away apparently quality reptarium used,210
1,Absolutely must have,really really happy bought pillow helps much even hubby kids love sleep also comfortable sit watch tv ah use time,113
0,A defective one,received player today looks cool however defective one play audio cds mp3 cds tested lcd display shows disk time unlucky,120
1,"This is a great movie, but drags on.",much liked move thought 've got mail better movie seems longer needed jimmy stewart margaret sullavan great along rest cast good see innocence movie change,155
0,Well written but plot is often unbelievable,novel starts promising concept interesting characters plot starts develop nicely characters interesting however plot rapidly loses credibility found somewhat pleasant easy read live expectation overall,201
1,Exactly as I had hoped.,happy experience cookbook easy follow great recipes even make edible food borders miracle,89
1,Great Product!!!!,product meet requirements leatherworkers hobbiest good job little prodcut used,78
1,Fun read,fun read 's technical wanted enjoyed none less,46
0,2 weeks then no more..,recieved first 2 issues right away since recieved anything last 2 weeks nothing magazine come mail 's delivered like newspaper like,131
0,"2 Thumbs Down,Way Down!!!!!!!!!!!",good afternoon really partically care doll educational value except dress hoochy critical age need feed minds think outfit really unappropiate needs cover up-megan,163
0,So what the heck is in this collection???,find information four movies collection n't basic piece information amazon include true three volume collection help,116
1,Excellent coverage,product exactly advertised clear audible easy use three volume levels range sufficient reach anywhere house use alert items like door bell phone upstairs,153
1,great outdoor speaker for price,installed two clients house work great use different after-marked amplifier tic one 'd recommend fussy sound 'd also recommend inline eq tweak final audio good buy blend right landscaping,187
0,"ok, not as interesting as I'd hoped",book spends time dwelling mundane facts bettie 's life explaining bland way,75
1,quiet but deeply moving,easily one tender gutwrenchingly sad books poetry ever read real deal poem carefully crafted never dipping sentimentality feel haunted good way reading,151
1,Table Mate 4 Pack,excellent quality somewhat difficult use first practice sturdy easy clean stores nicely would buy problem,105
1,Attractve dress watch,watch nice especially like way shortened length wonderful feature looks attractive dressy occasions,99
1,great!!!,daughter loves playing baby princess dolls needed ariel jasmine decided purchase online wow days later dolls mailbox thank great service keep,141
1,THE difinitive resource guide for the 1950s,must serious students 1950s n't cover every topic decade cover covers well indepth discussion interviews principals often add inciteful elucidation provide must purchase,169
0,"Does the word ""Yuk"" convey my feelings?",pu -leeeze another movie dysfunctional family members cares,59
1,A Real Eye Opener,poisonwood bible great book even though lengthy finish couple days able put reading book made think cultures respecting rituals ways things book also made realize lucky grateful god given great book everyone read,212
1,Classic,movie half horror half gorey comedy.just original cabin-in-the-woods type movie required viewing horror fans,108
1,"Please, read it if you care for your family business.",highly recommend john ward 's books family businesses,53
1,Brilliant fun!,great girls around age 7 11 molly trooper kind kid love see tv instead usual disney channel role models highly recommend afternoon couch mom,140
1,Talk like a Pirate review,fun read talk like pirate day students also able take accelerated reader test boost points read fourth graders enjoyed read aloud,129
0,Not like orig.,good one wore gear allows roll around liked .so bought 3 give 2 gifts forget first one broke gear.the 2nd one set cut deep enough run around 4 5 times try get cutall around tried 3rd one yet grade it.one touch opener,216
0,JUNK,sentry products good coby products junk highs one channel earbuds stopped working 3 weeks 's excuse never misused buy another sentry product see name 'll keep looking like see coby put inferior product burn 's done,214
1,Very Happy,cell phone pouch exactly described phone looks adorable arrived sooner estimated,80
0,aftershave,thought decription misleading thought getting spray cologne aftershave see aftershave description one ordered,109
0,Easy to apply but didn't hold up,uber goop easy apply directed really hopeful would work unfortunately wore quickly bottom rim dinner plates contact rack,120
1,Tai Chi is beautiful and I highly recommend it.,cd great spa yoga setting also good meditations even background music laid back party,85
1,Great Series--Watch it,worth anyone 's time likes interesting drama twist turns series good woven together well,88
0,It's a rap! (?),cd ruined tonight night part 1 rap spoken-word intro live performance fades starts sing song stupid.and even hours worth music disc,131
0,Bernstein DVD,disappointing curious selection bernstein curios enough best best-known songs good singing especially judy blazer,113
0,Sloppy work.,selections led buy volume book ridiculously full typos looking another wilde anthology reason alone,99
0,OK,item short still use something still pleased even though using moment,69
1,Great for on the go!,perfect little bag razor attach handbag schoolbag space speaker hear phone ring 's cute odor arrived left overnight fine,120
0,Don't waste your time with this book,book serious photographers general nothing collection weird images questionable artistic value glanced purchase would never bought,130
0,Ahab's Wife,said new definitely new pages warped looking.i wanted give mother mother 's day go buy new one hastings disappointed ordered used would minded would buying stated new expected,175
0,Desappointing,recommend product though seems would fun x-mas party desappointing many candies price tasted quite bad,102
0,Disapointing,"lousy peice junk cant move arms legs could would rate 0 100,000,000 waist money buy price outragous",99
1,Classic Gillan,get ian 's wordsmithing skin seem get enough songs written air play start see clever phrasing beginning emerge would define later purple albums newer solo albums stereo 11 volume knob buy,187
0,Bad merchandise.,ge 16466 18-inch 15-watt basic fluorescent light fixture white made plastic broke husband installing durable sent back,118
1,A Higher Justice,read book day held right beginning engrossed nearly missed plane n't hear flight called bell writes spellbinding fiction want put enjoy legal thrillers enjoy book,162
1,Great Exercise Bands,got time first time used impressed resistance takes little bit getting used heavy,81
1,This CD is grrrrrrrreat!,like tony tiger says 're grrrrrreat well kelly price friends love sets free grrrreat,84
1,Best Ever,cd start finish best rap cd ever heard 20 songs included double cd masterpieces listen cd rest life,99
1,Help!,hi name hannah live england book england 4 ages would appreciate sum 1 cud type paragraph bk book 4 plz,103
0,don't buy it!,screen protector pretty bad could make attach screens tightly glue 's tough protect screens listen buy waste money,114
0,Huh?,movie story pointless starts unexplained act violence ends nothing conclusion resolution put words wanted use since would meet 20 word minimum movie sucks,154
0,nite man,hard review item unplayable marketer clearer foreign created software work stateside machines,93
1,Books made into movies,book adapted movie atlas shrugged part 1 good read book find storyline rushed charachters underdeveloped however one normally develop character movie quite like book enjoyed made villans look part think really nailed,216
0,Disappointed,bought extension used times sharpness outstanding thing stand poorly put together rattled couple times used day want use autofocus stopped working altogether took one small ring fell extension disappointed,205
1,very helpful for my kitties,love service freebies send product buy much cheaper locally thanks much,71
1,One of the world's great cellists,jian wang one great cellists deeply personal moving interpretation disappoint remarkable album,94
1,One of my favorites of all time,harris 's amazing feat putting reader inside killer 's world frightens realization beggining understand pure pschopath,118
0,Feels cheap,phone left lot cheaper reality looked like photo polished metal mostly plastic hoped find pottery barn style phone instead found one somewhat embarrassed hang,158
1,"A fun, original romance!",loved clever humor strong characterizations following hero heroine childhood adulthood brought story full circle loved choice shakespeare 's play end,149
1,Amazing!!,first opener ever opens immediately husbands says feels like cutting butter happy purchase usually spend 10 opener less best 17 ever spent would highly recommend anyone looking opener works without effort,204
1,"nice look, definitely need more than one person to put together",nice chocolate drawer give room elegant feel nightmare put together decided instructions suggest calling friend help lol nice size affordable price actually purchased platform chocolate bed also,194
1,The best documentary about human brain,documentary simply fantastic similar worth buy informative beautiful time learned lot human brain fascinating five-episodes documentary believe buy never regret learn lot web site,179
0,VERY Uncomfortable!,bought shoes uncomfortable pair shoes bronx shoes usually comfortable 'm usually satisfied particular pair wore nevermore,121
1,Good Quality,worked well like freeze dried smell raspberries size pill small easy swallow,76
0,Failure!,followed directions precisely dog barks collar fails spray whole training issue waste product adjusted reread directions etc avail n't waste money disappointed hope others throw money away failed product,203
0,don't buy,holds bubble solution mouth makes pouring difficult solution drips monkey blows bubbles floor,93
